event_id,user_id,username,session_id,timestamp,event_type,location_city,device,is_repeat_session,session_number,account_balance_usd,recent_pages_viewed,recent_pricing_views,gender,time_on_page_sec,scroll_depth_pct,bounce_flag,spam_flag
e000070,u0003,liam_h_03,s7528,2026-01-14T10:31:01,page_view,New York,desktop,1,2,230.02,15,0,non_binary,37,62,0,0
e000071,u0003,liam_h_03,s7528,2026-01-21T11:27:12,page_view,New York,mobile,1,2,230.02,15,0,non_binary,100,93,0,0
e000072,u0003,liam_h_03,s7528,2026-01-25T16:33:17,page_view,New York,desktop,1,2,230.02,15,0,non_binary,77,39,0,0
e000073,u0003,liam_h_03,s7528,2026-01-21T23:50:26,pricing_page_view,New York,desktop,1,2,230.02,15,0,non_binary,64,9,0,0
e000074,u0003,liam_h_03,s5003,2026-01-22T19:11:44,page_view,New York,desktop,1,3,230.02,15,0,non_binary,39,40,0,0
e000075,u0003,liam_h_03,s5003,2026-01-22T17:41:49,doc_download,New York,desktop,1,3,230.02,15,0,non_binary,0,,0,0
e000076,u0003,liam_h_03,s5003,2026-01-21T10:26:22,doc_download,New York,desktop,1,3,230.02,15,0,non_binary,0,,0,0
e000077,u0003,liam_h_03,s5003,2026-01-29T22:47:35,search,New York,desktop,1,3,230.02,15,0,non_binary,0,,0,0
e000078,u0003,liam_h_03,s5003,2026-01-17T01:00:19,pricing_page_view,New York,desktop,1,3,230.02,15,0,non_binary,46,52,0,0
e000079,u0003,liam_h_03,s5003,2026-01-29T02:42:28,search,New York,desktop,1,3,230.02,15,0,non_binary,0,,0,0
e000080,u0003,liam_h_03,s5003,2026-01-26T23:46:00,page_view,New York,mobile,1,3,230.02,15,0,non_binary,54,81,0,0
e000081,u0003,liam_h_03,s7231,2026-01-29T16:52:36,page_view,New York,desktop,1,4,230.02,15,0,non_binary,48,10,0,0
e000082,u0003,liam_h_03,s7231,2026-01-23T15:38:54,page_view,New York,mobile,1,4,230.02,15,0,non_binary,31,37,0,0
e000083,u0003,liam_h_03,s7231,2026-01-04T06:35:38,page_view,New York,mobile,1,4,230.02,15,0,non_binary,20,18,0,0
e000084,u0003,liam_h_03,s7231,2026-01-03T13:07:46,search,New York,desktop,1,4,230.02,15,0,non_binary,0,,0,0
e000085,u0004,ethan_c_04,s5359,2026-01-21T17:25:55,page_view,New York,mobile,0,1,315.23,13,2,male,96,24,0,0
e000086,u0004,ethan_c_04,s5359,2026-01-28T20:07:13,page_view,New York,mobile,0,1,315.23,13,2,male,79,21,0,0
e000087,u0004,ethan_c_04,s5359,2026-01-16T11:57:06,page_view,New York,desktop,0,1,315.23,13,2,male,93,15,0,0
e000088,u0004,ethan_c_04,s5359,2026-01-16T13:15:58,search,New York,mobile,0,1,315.23,13,2,male,0,,0,0
e000089,u0004,ethan_c_04,s5359,2026-01-25T11:06:40,pricing_page_view,New York,mobile,0,1,315.23,13,2,male,89,58,0,0
e000090,u0004,ethan_c_04,s3961,2026-01-18T14:46:24,pricing_page_view,New York,mobile,1,2,315.23,13,2,male,71,78,0,0
e000091,u0004,ethan_c_04,s3961,2026-01-25T16:47:57,page_view,New York,desktop,1,2,315.23,13,2,male,119,66,0,0
e000092,u0004,ethan_c_04,s3961,2026-01-05T20:08:00,search,New York,mobile,1,2,315.23,13,2,male,0,,0,0
e000093,u0004,ethan_c_04,s3961,2026-01-18T00:41:25,page_view,New York,desktop,1,2,315.23,13,2,male,100,22,0,0
e000094,u0004,ethan_c_04,s3961,2026-01-25T23:13:31,page_view,New York,mobile,1,2,315.23,13,2,male,59,34,0,0
e000095,u0004,ethan_c_04,s3961,2026-01-25T17:06:47,page_view,New York,mobile,1,2,315.23,13,2,male,74,54,0,0
e000096,u0004,ethan_c_04,s3961,2026-01-07T21:40:28,search,New York,mobile,1,2,315.23,13,2,male,0,,0,0
e000097,u0004,ethan_c_04,s3961,2026-01-13T19:15:58,chat_message,New York,desktop,1,2,315.23,13,2,male,0,,0,0
e000098,u0005,noah_b_05,s4204,2026-01-22T20:40:57,page_view,San Francisco,desktop,0,1,39.73,2,2,non_binary,53,7,0,0
e000099,u0005,noah_b_05,s4204,2026-01-17T09:42:39,page_view,San Francisco,mobile,0,1,39.73,2,2,non_binary,71,36,0,0
e000100,u0005,noah_b_05,s4204,2026-01-03T11:03:37,search,San Francisco,mobile,0,1,39.73,2,2,non_binary,0,,0,0
e000101,u0005,noah_b_05,s9622,2026-01-06T15:11:23,chat_message,San Francisco,desktop,1,2,39.73,2,2,non_binary,0,,0,0
e000102,u0005,noah_b_05,s9622,2025-12-31T10:16:55,calendar_booking,San Francisco,desktop,1,2,39.73,2,2,non_binary,0,,0,0
e000103,u0005,noah_b_05,s9622,2026-01-02T17:25:36,signup,San Francisco,mobile,1,2,39.73,2,2,non_binary,0,,0,0
e000104,u0005,noah_b_05,s9622,2026-01-05T07:16:46,pricing_page_view,San Francisco,mobile,1,2,39.73,2,2,non_binary,35,62,0,0
e000105,u0005,noah_b_05,s6380,2026-01-02T22:18:33,search,San Francisco,mobile,1,3,39.73,2,2,non_binary,0,,0,0
e000106,u0005,noah_b_05,s6380,2026-01-13T03:35:58,pricing_page_view,San Francisco,desktop,1,3,39.73,2,2,non_binary,108,14,0,0
e000107,u0005,noah_b_05,s6380,2026-01-20T08:19:45,search,San Francisco,desktop,1,3,39.73,2,2,non_binary,0,,0,0
e000108,u0005,noah_b_05,s6380,2026-01-18T12:52:48,page_view,San Francisco,mobile,1,3,39.73,2,2,non_binary,85,35,0,0
e000109,u0005,noah_b_05,s6380,2026-01-14T23:46:54,search,San Francisco,mobile,1,3,39.73,2,2,non_binary,0,,0,0
e000110,u0005,noah_b_05,s6380,2026-01-20T19:26:04,page_view,San Francisco,desktop,1,3,39.73,2,2,non_binary,19,44,0,0
e000111,u0005,noah_b_05,s6380,2026-01-01T15:43:28,search,San Francisco,desktop,1,3,39.73,2,2,non_binary,0,,0,0
e000112,u0005,noah_b_05,s5330,2026-01-05T22:38:34,page_view,San Francisco,desktop,1,4,39.73,2,2,non_binary,101,14,0,0
e000113,u0005,noah_b_05,s5330,2026-01-05T08:36:34,page_view,San Francisco,desktop,1,4,39.73,2,2,non_binary,46,5,0,0
e000114,u0005,noah_b_05,s5330,2026-01-09T22:25:05,doc_download,San Francisco,desktop,1,4,39.73,2,2,non_binary,0,,0,0
e000115,u0005,noah_b_05,s5330,2026-01-13T16:50:47,page_view,San Francisco,desktop,1,4,39.73,2,2,non_binary,23,71,0,0
e000116,u0005,noah_b_05,s5330,2026-01-27T05:53:06,page_view,San Francisco,desktop,1,4,39.73,2,2,non_binary,38,31,0,0
e000117,u0005,noah_b_05,s5330,2026-01-13T15:38:18,page_view,San Francisco,desktop,1,4,39.73,2,2,non_binary,59,78,0,0
e000118,u0005,noah_b_05,s5330,2026-01-25T03:05:35,page_view,San Francisco,desktop,1,4,39.73,2,2,non_binary,72,89,0,0
e000119,u0005,noah_b_05,s5330,2026-01-24T14:37:49,search,San Francisco,mobile,1,4,39.73,2,2,non_binary,0,,0,0
e000120,u0005,noah_b_05,s3063,2026-01-27T07:56:16,doc_download,San Francisco,mobile,1,5,39.73,2,2,non_binary,0,,1,0
e000121,u0006,liam_h_06,s4962,2026-01-18T21:38:42,page_view,London,desktop,0,1,63.97,7,1,non_binary,44,73,0,0
e000122,u0006,liam_h_06,s4962,2026-01-18T07:58:19,search,London,mobile,0,1,63.97,7,1,non_binary,0,,0,0
e000123,u0006,liam_h_06,s4962,2026-01-11T03:28:40,page_view,London,mobile,0,1,63.97,7,1,non_binary,86,30,0,0
e000124,u0006,liam_h_06,s4962,2026-01-05T08:02:15,page_view,London,mobile,0,1,63.97,7,1,non_binary,69,89,0,0
e000125,u0006,liam_h_06,s4962,2026-01-14T23:55:55,page_view,London,desktop,0,1,63.97,7,1,non_binary,85,36,0,0
e000126,u0006,liam_h_06,s4962,2026-01-12T04:44:27,page_view,London,desktop,0,1,63.97,7,1,non_binary,100,93,0,0
e000127,u0006,liam_h_06,s1473,2026-01-12T11:41:54,page_view,London,mobile,1,2,63.97,7,1,non_binary,56,44,0,0
e000128,u0006,liam_h_06,s1473,2026-01-20T07:49:02,page_view,London,desktop,1,2,63.97,7,1,non_binary,73,28,0,0
e000129,u0006,liam_h_06,s1473,2026-01-20T07:17:17,page_view,London,desktop,1,2,63.97,7,1,non_binary,60,10,0,0
e000130,u0006,liam_h_06,s1473,2026-01-10T14:50:04,page_view,London,desktop,1,2,63.97,7,1,non_binary,11,35,0,0
e000131,u0006,liam_h_06,s1473,2026-01-01T22:16:54,page_view,London,desktop,1,2,63.97,7,1,non_binary,79,70,0,0
e000132,u0006,liam_h_06,s1473,2026-01-28T16:15:50,pricing_page_view,London,desktop,1,2,63.97,7,1,non_binary,37,91,0,0
e000133,u0006,liam_h_06,s1473,2026-01-15T17:25:23,page_view,London,desktop,1,2,63.97,7,1,non_binary,14,38,0,0
e000134,u0006,liam_h_06,s4452,2026-01-05T07:05:31,search,London,desktop,1,3,63.97,7,1,non_binary,0,,1,0
e000135,u0007,chris_j_07,s2068,2026-01-25T07:36:24,chat_message,Toronto,mobile,0,1,0.0,6,4,undisclosed,0,,1,0
e000136,u0008,alex_chen_08,s3399,2026-01-21T15:06:39,search,Toronto,mobile,0,1,411.57,11,2,undisclosed,0,,0,0
e000137,u0008,alex_chen_08,s3399,2026-01-12T14:22:51,search,Toronto,desktop,0,1,411.57,11,2,undisclosed,0,,0,0
e000138,u0008,alex_chen_08,s3399,2026-01-13T03:07:26,search,Toronto,mobile,0,1,411.57,11,2,undisclosed,0,,0,0
e000139,u0008,alex_chen_08,s3399,2026-01-15T04:44:45,page_view,Toronto,desktop,0,1,411.57,11,2,undisclosed,21,32,0,0
e000140,u0008,alex_chen_08,s3399,2026-01-23T12:59:47,page_view,Toronto,desktop,0,1,411.57,11,2,undisclosed,34,76,0,0
e000141,u0008,alex_chen_08,s2609,2026-01-14T23:29:21,doc_download,Toronto,mobile,1,2,411.57,11,2,undisclosed,0,,0,0
e000142,u0008,alex_chen_08,s2609,2026-01-09T21:22:01,page_view,Toronto,mobile,1,2,411.57,11,2,undisclosed,90,81,0,0
e000143,u0008,alex_chen_08,s6864,2026-01-10T13:40:48,pricing_page_view,Toronto,mobile,1,3,411.57,11,2,undisclosed,10,27,0,0
e000144,u0008,alex_chen_08,s6864,2026-01-12T13:23:41,page_view,Toronto,mobile,1,3,411.57,11,2,undisclosed,82,28,0,0
e000145,u0008,alex_chen_08,s9925,2026-01-30T06:23:11,pricing_page_view,Toronto,mobile,1,4,411.57,11,2,undisclosed,75,77,0,0
e000146,u0008,alex_chen_08,s9925,2026-01-02T21:03:24,doc_download,Toronto,mobile,1,4,411.57,11,2,undisclosed,0,,0,0
e000147,u0008,alex_chen_08,s9855,2026-01-17T00:44:38,doc_download,Toronto,mobile,1,5,411.57,11,2,undisclosed,0,,0,0
e000148,u0008,alex_chen_08,s9855,2026-01-18T09:59:48,search,Toronto,desktop,1,5,411.57,11,2,undisclosed,0,,0,0
e000149,u0008,alex_chen_08,s9855,2026-01-24T09:54:18,search,Toronto,mobile,1,5,411.57,11,2,undisclosed,0,,0,0
e000150,u0008,alex_chen_08,s9855,2026-01-04T00:46:01,chat_message,Toronto,desktop,1,5,411.57,11,2,undisclosed,0,,0,0
e000151,u0008,alex_chen_08,s9855,2026-01-14T23:55:45,search,Toronto,desktop,1,5,411.57,11,2,undisclosed,0,,0,0
e000152,u0008,alex_chen_08,s9855,2026-01-05T00:20:47,page_view,Toronto,mobile,1,5,411.57,11,2,undisclosed,9,89,0,0
e000153,u0008,alex_chen_08,s9855,2026-01-05T06:08:33,page_view,Toronto,desktop,1,5,411.57,11,2,undisclosed,14,50,0,0
e000154,u0008,alex_chen_08,s9855,2026-01-27T22:39:38,doc_download,Toronto,desktop,1,5,411.57,11,2,undisclosed,0,,0,0
e000155,u0009,ethan_c_09,s1832,2026-01-12T14:11:01,pricing_page_view,London,desktop,0,1,213.69,9,4,male,59,87,0,0
e000156,u0009,ethan_c_09,s1832,2026-01-02T16:27:36,chat_message,London,mobile,0,1,213.69,9,4,male,0,,0,0
e000157,u0009,ethan_c_09,s1832,2026-01-06T19:43:54,pricing_page_view,London,desktop,0,1,213.69,9,4,male,39,39,0,0
e000158,u0009,ethan_c_09,s1832,2026-01-04T06:56:54,search,London,desktop,0,1,213.69,9,4,male,0,,0,0
e000159,u0009,ethan_c_09,s1832,2026-01-07T04:46:06,page_view,London,desktop,0,1,213.69,9,4,male,99,8,0,0
e000160,u0009,ethan_c_09,s1832,2026-01-30T05:35:26,page_view,London,desktop,0,1,213.69,9,4,male,100,95,0,0
e000161,u0010,maya_g_10,s3350,2026-01-24T15:01:26,page_view,Bangalore,desktop,0,1,355.74,11,2,female,90,67,0,0
e000162,u0010,maya_g_10,s3350,2026-01-25T01:42:45,pricing_page_view,Bangalore,desktop,0,1,355.74,11,2,female,6,96,0,0
e000163,u0010,maya_g_10,s4337,2026-01-16T04:21:15,signup,Bangalore,desktop,1,2,355.74,11,2,female,0,,0,0
e000164,u0010,maya_g_10,s4337,2026-01-22T13:00:59,calendar_booking,Bangalore,mobile,1,2,355.74,11,2,female,0,,0,0
e000165,u0010,maya_g_10,s4337,2026-01-18T22:44:20,page_view,Bangalore,mobile,1,2,355.74,11,2,female,13,38,0,0
e000166,u0010,maya_g_10,s4337,2026-01-05T07:57:50,demo_request_click,Bangalore,mobile,1,2,355.74,11,2,female,0,,0,0
e000167,u0010,maya_g_10,s4337,2026-01-19T13:29:56,chat_message,Bangalore,desktop,1,2,355.74,11,2,female,0,,0,0
e000168,u0010,maya_g_10,s2135,2026-01-17T12:44:33,search,Bangalore,mobile,1,3,355.74,11,2,female,0,,0,0
e000169,u0010,maya_g_10,s2135,2026-01-02T23:38:39,demo_request_click,Bangalore,desktop,1,3,355.74,11,2,female,0,,0,0
e000170,u0010,maya_g_10,s2135,2026-01-02T20:02:49,page_view,Bangalore,desktop,1,3,355.74,11,2,female,38,93,0,0
e000171,u0010,maya_g_10,s2135,2026-01-16T01:59:08,page_view,Bangalore,desktop,1,3,355.74,11,2,female,29,56,0,0
e000172,u0010,maya_g_10,s2135,2026-01-13T03:21:38,pricing_page_view,Bangalore,mobile,1,3,355.74,11,2,female,74,15,0,0
e000173,u0010,maya_g_10,s2135,2026-01-18T18:10:43,page_view,Bangalore,mobile,1,3,355.74,11,2,female,18,14,0,0
e000174,u0010,maya_g_10,s2135,2026-01-27T20:05:05,search,Bangalore,desktop,1,3,355.74,11,2,female,0,,0,0
e000175,u0010,maya_g_10,s2135,2026-01-30T17:03:20,chat_message,Bangalore,mobile,1,3,355.74,11,2,female,0,,0,0
e000176,u0010,maya_g_10,s4618,2025-12-31T16:51:27,page_view,Bangalore,desktop,1,4,355.74,11,2,female,118,39,0,0
e000177,u0010,maya_g_10,s4618,2026-01-01T12:39:41,page_view,Bangalore,mobile,1,4,355.74,11,2,female,5,61,0,0
e000178,u0010,maya_g_10,s4618,2026-01-26T22:16:30,search,Bangalore,mobile,1,4,355.74,11,2,female,0,,0,0
e000179,u0010,maya_g_10,s4618,2026-01-25T08:31:58,page_view,Bangalore,desktop,1,4,355.74,11,2,female,22,61,0,0
e000180,u0010,maya_g_10,s4618,2026-01-11T02:11:03,search,Bangalore,desktop,1,4,355.74,11,2,female,0,,0,0
e000181,u0010,maya_g_10,s4618,2026-01-18T04:46:00,page_view,Bangalore,mobile,1,4,355.74,11,2,female,111,94,0,0
e000182,u0011,jordan_m_11,s1133,2026-01-07T12:45:52,search,New York,desktop,0,1,960.06,14,1,undisclosed,0,,0,0
e000183,u0011,jordan_m_11,s1133,2026-01-21T21:44:38,search,New York,desktop,0,1,960.06,14,1,undisclosed,0,,0,0
e000184,u0011,jordan_m_11,s1133,2026-01-09T14:02:03,chat_message,New York,desktop,0,1,960.06,14,1,undisclosed,0,,0,0
e000185,u0011,jordan_m_11,s1133,2026-01-26T22:18:08,chat_message,New York,desktop,0,1,960.06,14,1,undisclosed,0,,0,0
e000186,u0011,jordan_m_11,s1133,2026-01-23T20:04:07,page_view,New York,mobile,0,1,960.06,14,1,undisclosed,65,29,0,0
e000187,u0011,jordan_m_11,s1133,2026-01-19T12:35:21,calendar_booking,New York,mobile,0,1,960.06,14,1,undisclosed,0,,0,0
e000188,u0011,jordan_m_11,s8069,2026-01-16T03:59:26,page_view,New York,desktop,1,2,960.06,14,1,undisclosed,103,74,0,0
e000189,u0011,jordan_m_11,s8069,2026-01-29T13:24:28,page_view,New York,mobile,1,2,960.06,14,1,undisclosed,74,82,0,0
e000190,u0011,jordan_m_11,s8069,2026-01-22T07:25:15,pricing_page_view,New York,desktop,1,2,960.06,14,1,undisclosed,77,25,0,0
e000191,u0011,jordan_m_11,s8069,2026-01-21T10:05:59,demo_request_click,New York,mobile,1,2,960.06,14,1,undisclosed,0,,0,0
e000192,u0011,jordan_m_11,s8069,2026-01-29T14:49:52,page_view,New York,desktop,1,2,960.06,14,1,undisclosed,57,29,0,0
e000193,u0011,jordan_m_11,s8069,2026-01-02T15:22:06,page_view,New York,mobile,1,2,960.06,14,1,undisclosed,22,69,0,0
e000194,u0011,jordan_m_11,s8069,2026-01-16T02:00:08,pricing_page_view,New York,mobile,1,2,960.06,14,1,undisclosed,87,21,0,0
e000195,u0011,jordan_m_11,s4552,2026-01-29T15:21:44,search,New York,mobile,1,3,960.06,14,1,undisclosed,0,,0,0
e000196,u0011,jordan_m_11,s4552,2026-01-19T15:34:34,page_view,New York,desktop,1,3,960.06,14,1,undisclosed,104,79,0,0
e000197,u0011,jordan_m_11,s4552,2026-01-26T20:03:57,page_view,New York,mobile,1,3,960.06,14,1,undisclosed,97,44,0,0
e000198,u0011,jordan_m_11,s4552,2026-01-21T05:04:05,page_view,New York,desktop,1,3,960.06,14,1,undisclosed,28,44,0,0
e000199,u0011,jordan_m_11,s4552,2026-01-20T10:45:01,page_view,New York,mobile,1,3,960.06,14,1,undisclosed,42,12,0,0
e000200,u0011,jordan_m_11,s4552,2026-01-23T17:39:00,search,New York,desktop,1,3,960.06,14,1,undisclosed,0,,0,0
e000201,u0011,jordan_m_11,s4552,2026-01-09T08:41:58,chat_message,New York,desktop,1,3,960.06,14,1,undisclosed,0,,0,0
