user_id,username,location_city,gender,primary_device,account_balance_usd,recent_pages_viewed,recent_pricing_views,total_events,total_sessions,repeat_sessions,repeat_session_rate,bounces,bounce_rate,spam_sessions,spam_rate,page_views,pricing_page_views,search_events,chat_messages,doc_downloads,demo_request_clicks,signups,calendar_bookings,last_event_ts,days_since_last_event,converted,score,score_label,explanation,feature_contributions
u0010,maya_g_10,Bangalore,female,desktop,355.74,11,2,21,4,3,0.75,0,0.0,0,0.0,9,2,4,2,0,2,1,1,2026-01-30 17:03:20+00:00,0.3283930514814815,1,84.41,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+7.5 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 3.2, ""page_views"": 3.0, ""repeat_session_rate"": 4.986, ""account_balance_usd"": 4.261, ""recent_pages_viewed"": 1.467}"
u0011,jordan_m_11,New York,undisclosed,desktop,960.06,14,1,24,4,3,0.75,0,0.0,0,0.0,12,2,5,3,0,1,0,1,2026-01-30 14:36:08+00:00,0.4306152737037037,0,52.78,medium,calendar_bookings (+30.0 pts) + repeat_session_rate (+5.0 pts) + account_balance_usd (+5.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 3.2, ""page_views"": 4.0, ""repeat_session_rate"": 4.982, ""account_balance_usd"": 4.98, ""recent_pages_viewed"": 1.867}"
u0012,alex_chen_12,Toronto,female,desktop,690.74,14,1,23,5,4,0.8,0,0.0,0,0.0,9,0,6,1,3,4,0,0,2026-01-28 12:49:21+00:00,2.504770366296296,0,29.61,low,demo_request_clicks (+15.0 pts) + repeat_session_rate (+5.0 pts) + account_balance_usd (+4.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 15.0, ""pricing_page_views"": 0.0, ""page_views"": 3.0, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.741, ""recent_pages_viewed"": 1.867}"
u0013,liam_h_13,London,undisclosed,mobile,384.24,2,2,24,5,4,0.8,0,0.0,0,0.0,7,1,4,1,6,3,1,1,2026-01-30 05:22:25+00:00,0.8151407366666666,1,84.77,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+11.2 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 11.25, ""pricing_page_views"": 1.6, ""page_views"": 2.333, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.317, ""recent_pages_viewed"": 0.267}"
u0014,ethan_c_14,Toronto,non_binary,mobile,46.1,13,5,19,4,3,0.75,0,0.0,0,0.0,5,2,0,2,1,4,1,4,2026-01-30 11:00:44+00:00,0.5801986070370371,1,89.37,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+15.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 15.0, ""pricing_page_views"": 3.2, ""page_views"": 1.667, ""repeat_session_rate"": 4.976, ""account_balance_usd"": 2.793, ""recent_pages_viewed"": 1.733}"
u0015,ethan_c_15,London,non_binary,mobile,3.05,5,3,16,3,2,0.6666666666666666,0,0.0,0,0.0,6,3,3,1,2,0,1,0,2026-01-30 06:29:29+00:00,0.7685666625925927,0,43.03,medium,signups (+30.0 pts) + pricing_page_views (+4.8 pts) + repeat_session_rate (+4.6 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 4.8, ""page_views"": 2.0, ""repeat_session_rate"": 4.551, ""account_balance_usd"": 1.014, ""recent_pages_viewed"": 0.667}"
u0016,maya_g_16,London,non_binary,mobile,268.85,0,0,22,4,3,0.75,1,0.25,0,0.0,7,4,3,4,2,1,0,1,2026-01-30 03:15:17+00:00,0.9034277737037038,0,51.5,medium,calendar_bookings (+30.0 pts) + pricing_page_views (+6.4 pts) + repeat_session_rate (+5.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 6.4, ""page_views"": 2.333, ""repeat_session_rate"": 4.962, ""account_balance_usd"": 4.059, ""recent_pages_viewed"": 0.0}"
u0017,maya_g_17,New York,undisclosed,desktop,208.37,1,0,26,5,4,0.8,1,0.2,0,0.0,13,2,6,4,1,0,0,0,2026-01-28 19:17:05+00:00,2.2355111070370373,0,16.54,low,repeat_session_rate (+5.0 pts) + page_views (+4.3 pts) + account_balance_usd (+3.9 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 3.2, ""page_views"": 4.333, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 3.875, ""recent_pages_viewed"": 0.133}"
u0018,daniel_r_18,London,non_binary,desktop,79.69,10,3,3,1,0,0.0,0,0.0,0,0.0,0,0,2,0,0,0,1,0,2026-01-28 08:31:49+00:00,2.683612958888889,0,35.65,low,signups (+30.0 pts) + account_balance_usd (+3.2 pts) + recent_pages_viewed (+1.3 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 0.0, ""repeat_session_rate"": 1.138, ""account_balance_usd"": 3.183, ""recent_pages_viewed"": 1.333}"
u0019,ethan_c_19,Toronto,non_binary,mobile,406.89,15,3,9,2,1,0.5,0,0.0,0,0.0,5,0,2,0,1,1,0,0,2026-01-28 00:36:30+00:00,3.0136939774074074,0,15.4,low,account_balance_usd (+4.4 pts) + demo_request_clicks (+3.8 pts) + repeat_session_rate (+3.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 0.0, ""page_views"": 1.667, ""repeat_session_rate"": 3.624, ""account_balance_usd"": 4.358, ""recent_pages_viewed"": 2.0}"
u0020,nina_d_20,Bangalore,male,mobile,196.83,5,1,14,4,3,0.75,0,0.0,0,0.0,8,0,3,2,0,0,1,0,2026-01-26 11:24:34+00:00,4.563647681111111,0,41.98,medium,signups (+30.0 pts) + repeat_session_rate (+4.8 pts) + account_balance_usd (+3.8 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 4.81, ""account_balance_usd"": 3.834, ""recent_pages_viewed"": 0.667}"
u0021,jordan_m_21,Toronto,non_binary,desktop,0.0,1,0,12,3,2,0.6666666666666666,0,0.0,0,0.0,6,0,4,0,0,1,0,1,2026-01-28 06:14:18+00:00,2.7791106440740743,0,40.35,medium,calendar_bookings (+30.0 pts) + repeat_session_rate (+4.5 pts) + demo_request_clicks (+3.8 pts),"{""signups"": 0.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 0.0, ""page_views"": 2.0, ""repeat_session_rate"": 4.468, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.133}"
u0022,ethan_c_22,Bangalore,undisclosed,desktop,344.9,4,4,10,2,1,0.5,0,0.0,0,0.0,5,0,3,1,0,1,0,0,2026-01-29 21:30:11+00:00,1.1430805514814815,0,13.89,low,account_balance_usd (+4.2 pts) + demo_request_clicks (+3.8 pts) + repeat_session_rate (+3.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 0.0, ""page_views"": 1.667, ""repeat_session_rate"": 3.702, ""account_balance_usd"": 4.239, ""recent_pages_viewed"": 0.533}"
u0023,emma_w_23,Toronto,female,desktop,279.75,4,3,22,4,3,0.75,0,0.0,0,0.0,10,2,3,0,3,2,1,1,2026-01-29 06:56:31+00:00,1.7497935144444445,1,83.58,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+7.5 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 3.2, ""page_views"": 3.333, ""repeat_session_rate"": 4.927, ""account_balance_usd"": 4.087, ""recent_pages_viewed"": 0.533}"
u0024,alex_chen_24,London,undisclosed,mobile,0.0,14,3,29,5,4,0.8,0,0.0,0,0.0,13,3,8,0,5,0,0,0,2026-01-30 23:44:50+00:00,0.04957360703703703,0,16.0,low,repeat_session_rate (+5.0 pts) + pricing_page_views (+4.8 pts) + page_views (+4.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 4.8, ""page_views"": 4.333, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.867}"
u0025,jordan_m_25,London,female,desktop,314.98,8,1,21,4,3,0.75,0,0.0,0,0.0,8,0,4,3,1,1,1,3,2026-01-27 14:16:43+00:00,3.4440990699999996,1,76.51,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + repeat_session_rate (+4.9 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 4.856, ""account_balance_usd"": 4.173, ""recent_pages_viewed"": 1.067}"
u0026,chris_j_26,Bangalore,undisclosed,desktop,393.85,11,4,26,5,4,0.8,1,0.2,0,0.0,14,1,4,4,1,1,1,0,2026-01-29 23:32:24+00:00,1.0582078662962964,0,50.82,medium,signups (+30.0 pts) + repeat_session_rate (+5.0 pts) + page_views (+4.7 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 1.6, ""page_views"": 4.667, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 4.335, ""recent_pages_viewed"": 1.467}"
u0027,sarah_k_27,London,female,desktop,0.0,15,0,21,5,4,0.8,1,0.2,0,0.0,8,1,7,2,3,0,0,0,2026-01-31 00:45:44+00:00,0.0072819403703703696,0,11.27,low,repeat_session_rate (+5.0 pts) + page_views (+2.7 pts) + recent_pages_viewed (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 2.667, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 2.0}"
u0028,maya_g_28,Toronto,non_binary,desktop,937.37,6,0,14,2,1,0.5,0,0.0,0,0.0,10,0,3,1,0,0,0,0,2026-01-30 21:21:16+00:00,0.1492726811111111,0,12.84,low,account_balance_usd (+5.0 pts) + repeat_session_rate (+3.7 pts) + page_views (+3.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 3.333, ""repeat_session_rate"": 3.744, ""account_balance_usd"": 4.962, ""recent_pages_viewed"": 0.8}"
u0029,guest_29,London,female,desktop,492.78,1,1,14,2,1,0.5,0,0.0,0,0.0,10,0,4,0,0,0,0,0,2026-01-26 22:34:28+00:00,4.098439347777777,0,11.54,low,account_balance_usd (+4.5 pts) + repeat_session_rate (+3.6 pts) + page_views (+3.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 3.333, ""repeat_session_rate"": 3.579, ""account_balance_usd"": 4.497, ""recent_pages_viewed"": 0.133}"
u0030,priya_p_30,New York,non_binary,desktop,0.0,8,3,8,1,0,0.0,0,0.0,0,0.0,5,0,1,0,2,0,0,0,2026-01-29 20:26:09+00:00,1.187548144074074,0,3.93,low,page_views (+1.7 pts) + repeat_session_rate (+1.2 pts) + recent_pages_viewed (+1.1 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.667, ""repeat_session_rate"": 1.201, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.067}"
u0031,guest_31,London,female,desktop,395.71,3,2,23,3,2,0.6666666666666666,0,0.0,0,0.0,10,0,6,3,2,1,1,0,2026-01-28 04:04:26+00:00,2.869295829259259,0,46.29,medium,signups (+30.0 pts) + repeat_session_rate (+4.5 pts) + account_balance_usd (+4.3 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 0.0, ""page_views"": 3.333, ""repeat_session_rate"": 4.464, ""account_balance_usd"": 4.338, ""recent_pages_viewed"": 0.4}"
u0032,jordan_m_32,Toronto,female,desktop,132.53,8,4,4,1,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,0,0,2026-01-29 18:47:39+00:00,1.2559509218518519,0,7.75,low,account_balance_usd (+3.5 pts) + pricing_page_views (+1.6 pts) + repeat_session_rate (+1.2 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 0.333, ""repeat_session_rate"": 1.198, ""account_balance_usd"": 3.549, ""recent_pages_viewed"": 1.067}"
u0033,liam_h_33,Bangalore,undisclosed,desktop,338.99,12,4,10,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,8,0,1,1,0,0,0,0,2026-01-27 02:12:20+00:00,3.9471430514814814,0,12.91,low,repeat_session_rate (+4.4 pts) + account_balance_usd (+4.2 pts) + page_views (+2.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 4.419, ""account_balance_usd"": 4.226, ""recent_pages_viewed"": 1.6}"
u0034,liam_h_34,New York,non_binary,desktop,0.0,4,4,10,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,4,1,2,1,1,0,1,0,2026-01-27 16:44:22+00:00,3.3415643477777777,0,37.91,low,signups (+30.0 pts) + repeat_session_rate (+4.4 pts) + pricing_page_views (+1.6 pts),"{""signups"": 30.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.333, ""repeat_session_rate"": 4.444, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.533}"
u0035,noah_b_35,Bangalore,non_binary,desktop,376.79,3,2,8,2,1,0.5,0,0.0,0,0.0,6,0,0,1,1,0,0,0,2026-01-23 05:52:10+00:00,7.794481014444445,0,10.13,low,account_balance_usd (+4.3 pts) + repeat_session_rate (+3.4 pts) + page_views (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.0, ""repeat_session_rate"": 3.425, ""account_balance_usd"": 4.303, ""recent_pages_viewed"": 0.4}"
u0036,alex_chen_36,Bangalore,female,desktop,550.79,13,3,9,2,1,0.5,0,0.0,0,0.0,3,1,3,0,1,0,0,1,2026-01-29 23:42:08+00:00,1.051448607037037,0,42.62,medium,calendar_bookings (+30.0 pts) + account_balance_usd (+4.6 pts) + repeat_session_rate (+3.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.0, ""repeat_session_rate"": 3.706, ""account_balance_usd"": 4.577, ""recent_pages_viewed"": 1.733}"
u0037,daniel_r_37,Toronto,female,mobile,0.0,15,5,9,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,5,0,4,0,0,0,0,0,2026-01-28 12:56:31+00:00,2.4997935144444443,0,8.15,low,repeat_session_rate (+4.5 pts) + recent_pages_viewed (+2.0 pts) + page_views (+1.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.667, ""repeat_session_rate"": 4.479, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 2.0}"
u0038,mike_t_38,Bangalore,undisclosed,mobile,186.87,14,1,11,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,8,0,2,0,1,0,0,0,2026-01-29 12:58:05+00:00,1.4987055514814815,0,12.85,low,repeat_session_rate (+4.5 pts) + account_balance_usd (+3.8 pts) + page_views (+2.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 4.521, ""account_balance_usd"": 3.796, ""recent_pages_viewed"": 1.867}"
u0039,ethan_c_39,Bangalore,undisclosed,mobile,0.0,8,0,10,2,1,0.5,0,0.0,0,0.0,4,0,1,2,3,0,0,0,2026-01-30 06:24:33+00:00,0.7719925885185185,0,6.12,low,repeat_session_rate (+3.7 pts) + page_views (+1.3 pts) + recent_pages_viewed (+1.1 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 1.333, ""repeat_session_rate"": 3.718, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 1.067}"
u0040,chris_j_40,London,female,desktop,0.0,7,5,27,5,4,0.8,0,0.0,0,0.0,11,5,2,4,2,1,1,1,2026-01-30 22:53:29+00:00,0.08523332925925926,1,81.35,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + pricing_page_views (+8.0 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 8.0, ""page_views"": 3.667, ""repeat_session_rate"": 5.0, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.933}"
u0041,maya_g_41,London,undisclosed,desktop,0.0,4,0,9,2,1,0.5,0,0.0,0,0.0,3,1,1,0,1,3,0,0,2026-01-20 02:21:40+00:00,10.94066157,0,17.68,low,demo_request_clicks (+11.2 pts) + repeat_session_rate (+3.3 pts) + pricing_page_views (+1.6 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 11.25, ""pricing_page_views"": 1.6, ""page_views"": 1.0, ""repeat_session_rate"": 3.294, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.533}"
u0042,alex_chen_42,New York,male,desktop,558.34,15,5,10,2,1,0.5,0,0.0,0,0.0,4,1,4,0,1,0,0,0,2026-01-23 00:33:13+00:00,8.01597407,0,12.94,low,account_balance_usd (+4.6 pts) + repeat_session_rate (+3.4 pts) + recent_pages_viewed (+2.0 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 1.6, ""page_views"": 1.333, ""repeat_session_rate"": 3.416, ""account_balance_usd"": 4.587, ""recent_pages_viewed"": 2.0}"
u0043,daniel_r_43,London,undisclosed,desktop,601.87,14,1,12,2,1,0.5,0,0.0,0,0.0,8,0,0,1,3,0,0,0,2026-01-31 00:42:40+00:00,0.00941157,0,12.92,low,account_balance_usd (+4.6 pts) + repeat_session_rate (+3.8 pts) + page_views (+2.7 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.667, ""repeat_session_rate"": 3.75, ""account_balance_usd"": 4.641, ""recent_pages_viewed"": 1.867}"
u0044,maya_g_44,London,undisclosed,desktop,372.73,15,4,14,4,3,0.75,1,0.25,0,0.0,5,2,0,1,1,2,1,2,2026-01-22 16:52:08+00:00,8.33617082925926,1,83.31,high,signups (+30.0 pts) + calendar_bookings (+30.0 pts) + demo_request_clicks (+7.5 pts),"{""signups"": 30.0, ""calendar_bookings"": 30.0, ""demo_request_clicks"": 7.5, ""pricing_page_views"": 3.2, ""page_views"": 1.667, ""repeat_session_rate"": 4.653, ""account_balance_usd"": 4.295, ""recent_pages_viewed"": 2.0}"
u0045,mike_t_45,New York,female,desktop,0.0,0,0,10,3,2,0.6666666666666666,1,0.3333333333333333,0,0.0,7,0,1,0,2,0,0,0,2026-01-30 23:38:43+00:00,0.05382129222222222,0,6.91,low,repeat_session_rate (+4.6 pts) + page_views (+2.3 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 2.333, ""repeat_session_rate"": 4.581, ""account_balance_usd"": 0.0, ""recent_pages_viewed"": 0.0}"
u0046,daniel_r_46,London,undisclosed,mobile,115.71,2,2,21,3,2,0.6666666666666666,0,0.0,0,0.0,7,2,8,1,2,1,0,0,2026-01-30 01:02:01+00:00,0.99597407,0,17.54,low,repeat_session_rate (+4.5 pts) + demo_request_clicks (+3.8 pts) + account_balance_usd (+3.5 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 3.75, ""pricing_page_views"": 3.2, ""page_views"": 2.333, ""repeat_session_rate"": 4.542, ""account_balance_usd"": 3.451, ""recent_pages_viewed"": 0.267}"
u0047,olivia_s_47,New York,female,desktop,987.55,10,4,1,1,0,0.0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,2026-01-20 17:11:21+00:00,10.322825921851852,0,7.15,low,account_balance_usd (+5.0 pts) + recent_pages_viewed (+1.3 pts) + repeat_session_rate (+0.8 pts),"{""signups"": 0.0, ""calendar_bookings"": 0.0, ""demo_request_clicks"": 0.0, ""pricing_page_views"": 0.0, ""page_views"": 0.0, ""repeat_session_rate"": 0.82, ""account_balance_usd"": 5.0, ""recent_pages_viewed"": 1.333}"
